ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,CensusTractNo,County,State,ID Geography,Geoid10
2016,2016,0,Total,72911,8598,"Census Tract 305, Cook County, IL",305,Cook County,IL,14000US17031030500,17031030500
2016,2016,0,Total,67963,20066,"Census Tract 7202, Cook County, IL",7202,Cook County,IL,14000US17031720200,17031720200
2016,2016,0,Total,39652,11722,"Census Tract 8424, Cook County, IL",8424,Cook County,IL,14000US17031842400,17031842400
2016,2016,0,Total,66429,8085,"Census Tract 2214, Cook County, IL",2214,Cook County,IL,14000US17031221400,17031221400
2016,2016,0,Total,42077,12933,"Census Tract 810, Cook County, IL",810,Cook County,IL,14000US17031081000,17031081000
2016,2016,0,Total,52308,25813,"Census Tract 8362, Cook County, IL",8362,Cook County,IL,14000US17031836200,17031836200
2016,2016,0,Total,33947,5259,"Census Tract 6713, Cook County, IL",6713,Cook County,IL,14000US17031671300,17031671300
2016,2016,0,Total,44620,17777,"Census Tract 2215, Cook County, IL",2215,Cook County,IL,14000US17031221500,17031221500
2016,2016,0,Total,70849,7640,"Census Tract 6403, Cook County, IL",6403,Cook County,IL,14000US17031640300,17031640300
2016,2016,0,Total,39500,8809,"Census Tract 5305.01, Cook County, IL",5305.01,Cook County,IL,14000US17031530501,17031530501
2016,2016,0,Total,58827,13098,"Census Tract 811, Cook County, IL",811,Cook County,IL,14000US17031081100,17031081100
2016,2016,0,Total,93750,10243,"Census Tract 2216, Cook County, IL",2216,Cook County,IL,14000US17031221600,17031221600
2016,2016,0,Total,81953,11504,"Census Tract 503, Cook County, IL",503,Cook County,IL,14000US17031050300,17031050300
2016,2016,0,Total,55042,21299,"Census Tract 5304, Cook County, IL",5304,Cook County,IL,14000US17031530400,17031530400
2016,2016,0,Total,125809,7608,"Census Tract 2222, Cook County, IL",2222,Cook County,IL,14000US17031222200,17031222200
2016,2016,0,Total,64470,15451,"Census Tract 7001, Cook County, IL",7001,Cook County,IL,14000US17031700100,17031700100
2016,2016,0,Total,19561,3900,"Census Tract 7109, Cook County, IL",7109,Cook County,IL,14000US17031710900,17031710900
2016,2016,0,Total,86708,6297,"Census Tract 812.01, Cook County, IL",812.01,Cook County,IL,14000US17031081201,17031081201
2016,2016,0,Total,47344,15241,"Census Tract 2225, Cook County, IL",2225,Cook County,IL,14000US17031222500,17031222500
2016,2016,0,Total,37353,23530,"Census Tract 8433, Cook County, IL",8433,Cook County,IL,14000US17031843300,17031843300
2016,2016,0,Total,25699,6728,"Census Tract 8361, Cook County, IL",8361,Cook County,IL,14000US17031836100,17031836100
2016,2016,0,Total,42684,14758,"Census Tract 5303, Cook County, IL",5303,Cook County,IL,14000US17031530300,17031530300
2016,2016,0,Total,58385,8861,"Census Tract 2226, Cook County, IL",2226,Cook County,IL,14000US17031222600,17031222600
2016,2016,0,Total,37891,13374,"Census Tract 8404, Cook County, IL",8404,Cook County,IL,14000US17031840400,17031840400
2016,2016,0,Total,80020,14307,"Census Tract 7404, Cook County, IL",7404,Cook County,IL,14000US17031740400,17031740400
2016,2016,0,Total,105234,34883,"Census Tract 505, Cook County, IL",505,Cook County,IL,14000US17031050500,17031050500
2016,2016,0,Total,52063,12688,"Census Tract 2227, Cook County, IL",2227,Cook County,IL,14000US17031222700,17031222700
2016,2016,0,Total,100889,21377,"Census Tract 812.02, Cook County, IL",812.02,Cook County,IL,14000US17031081202,17031081202
2016,2016,0,Total,27073,5658,"Census Tract 5302, Cook County, IL",5302,Cook County,IL,14000US17031530200,17031530200
2016,2016,0,Total,28558,8555,"Census Tract 2228, Cook County, IL",2228,Cook County,IL,14000US17031222800,17031222800
2016,2016,0,Total,39349,3498,"Census Tract 205, Cook County, IL",205,Cook County,IL,14000US17031020500,17031020500
2016,2016,0,Total,60500,21807,"Census Tract 6401, Cook County, IL",6401,Cook County,IL,14000US17031640100,17031640100
2016,2016,0,Total,19205,5388,"Census Tract 6712, Cook County, IL",6712,Cook County,IL,14000US17031671200,17031671200
2016,2016,0,Total,46023,8651,"Census Tract 2229, Cook County, IL",2229,Cook County,IL,14000US17031222900,17031222900
2016,2016,0,Total,87258,17839,"Census Tract 813, Cook County, IL",813,Cook County,IL,14000US17031081300,17031081300
2016,2016,0,Total,52717,8784,"Census Tract 8360, Cook County, IL",8360,Cook County,IL,14000US17031836000,17031836000
2016,2016,0,Total,96728,15774,"Census Tract 506, Cook County, IL",506,Cook County,IL,14000US17031050600,17031050600
2016,2016,0,Total,52833,9285,"Census Tract 2301, Cook County, IL",2301,Cook County,IL,14000US17031230100,17031230100
2016,2016,0,Total,43636,7184,"Census Tract 6309, Cook County, IL",6309,Cook County,IL,14000US17031630900,17031630900
2016,2016,0,Total,24604,10541,"Census Tract 5301, Cook County, IL",5301,Cook County,IL,14000US17031530100,17031530100
2016,2016,0,Total,69722,21978,"Census Tract 814.01, Cook County, IL",814.01,Cook County,IL,14000US17031081401,17031081401
2016,2016,0,Total,43717,8715,"Census Tract 2302, Cook County, IL",2302,Cook County,IL,14000US17031230200,17031230200
2016,2016,0,Total,39068,4351,"Census Tract 306.01, Cook County, IL",306.01,Cook County,IL,14000US17031030601,17031030601
2016,2016,0,Total,40400,4766,"Census Tract 5206, Cook County, IL",5206,Cook County,IL,14000US17031520600,17031520600
2016,2016,0,Total,42443,22727,"Census Tract 2303, Cook County, IL",2303,Cook County,IL,14000US17031230300,17031230300
2016,2016,0,Total,70018,8763,"Census Tract 7004.01, Cook County, IL",7004.01,Cook County,IL,14000US17031700401,17031700401
2016,2016,0,Total,26070,3500,"Census Tract 6904, Cook County, IL",6904,Cook County,IL,14000US17031690400,17031690400
2016,2016,0,Total,108030,40624,"Census Tract 814.02, Cook County, IL",814.02,Cook County,IL,14000US17031081402,17031081402
2016,2016,0,Total,56250,19662,"Census Tract 2304, Cook County, IL",2304,Cook County,IL,14000US17031230400,17031230400
2016,2016,0,Total,114833,14395,"Census Tract 507, Cook County, IL",507,Cook County,IL,14000US17031050700,17031050700
2016,2016,0,Total,18627,3231,"Census Tract 8359, Cook County, IL",8359,Cook County,IL,14000US17031835900,17031835900
2016,2016,0,Total,65878,11970,"Census Tract 5205, Cook County, IL",5205,Cook County,IL,14000US17031520500,17031520500
2016,2016,0,Total,30503,4679,"Census Tract 2305, Cook County, IL",2305,Cook County,IL,14000US17031230500,17031230500
2016,2016,0,Total,45694,5892,"Census Tract 8403, Cook County, IL",8403,Cook County,IL,14000US17031840300,17031840300
2016,2016,0,Total,37264,16490,"Census Tract 7501, Cook County, IL",7501,Cook County,IL,14000US17031750100,17031750100
2016,2016,0,Total,41379,4966,"Census Tract 6308, Cook County, IL",6308,Cook County,IL,14000US17031630800,17031630800
2016,2016,0,Total,32317,5805,"Census Tract 2306, Cook County, IL",2306,Cook County,IL,14000US17031230600,17031230600
2016,2016,0,Total,101142,13566,"Census Tract 814.03, Cook County, IL",814.03,Cook County,IL,14000US17031081403,17031081403
2016,2016,0,Total,50347,7268,"Census Tract 5204, Cook County, IL",5204,Cook County,IL,14000US17031520400,17031520400
2016,2016,0,Total,34933,3059,"Census Tract 2307, Cook County, IL",2307,Cook County,IL,14000US17031230700,17031230700
2016,2016,0,Total,27864,5551,"Census Tract 7105, Cook County, IL",7105,Cook County,IL,14000US17031710500,17031710500
2016,2016,0,Total,119604,24577,"Census Tract 7203, Cook County, IL",7203,Cook County,IL,14000US17031720300,17031720300
2016,2016,0,Total,118889,15453,"Census Tract 8423, Cook County, IL",8423,Cook County,IL,14000US17031842300,17031842300
2016,2016,0,Total,59531,17501,"Census Tract 2308, Cook County, IL",2308,Cook County,IL,14000US17031230800,17031230800
2016,2016,0,Total,97875,30548,"Census Tract 815, Cook County, IL",815,Cook County,IL,14000US17031081500,17031081500
2016,2016,0,Total,55813,13005,"Census Tract 8358, Cook County, IL",8358,Cook County,IL,14000US17031835800,17031835800
2016,2016,0,Total,29091,5024,"Census Tract 306.03, Cook County, IL",306.03,Cook County,IL,14000US17031030603,17031030603
2016,2016,0,Total,36338,4788,"Census Tract 2309, Cook County, IL",2309,Cook County,IL,14000US17031230900,17031230900
2016,2016,0,Total,43318,4558,"Census Tract 6305, Cook County, IL",6305,Cook County,IL,14000US17031630500,17031630500
2016,2016,0,Total,38857,6561,"Census Tract 5203, Cook County, IL",5203,Cook County,IL,14000US17031520300,17031520300
2016,2016,0,Total,87306,14815,"Census Tract 816, Cook County, IL",816,Cook County,IL,14000US17031081600,17031081600
2016,2016,0,Total,32232,6769,"Census Tract 2311, Cook County, IL",2311,Cook County,IL,14000US17031231100,17031231100
2016,2016,0,Total,105000,10165,"Census Tract 508, Cook County, IL",508,Cook County,IL,14000US17031050800,17031050800
2016,2016,0,Total,35240,4573,"Census Tract 5202, Cook County, IL",5202,Cook County,IL,14000US17031520200,17031520200
2016,2016,0,Total,26773,5992,"Census Tract 2312, Cook County, IL",2312,Cook County,IL,14000US17031231200,17031231200
2016,2016,0,Total,99821,21074,"Census Tract 8437, Cook County, IL",8437,Cook County,IL,14000US17031843700,17031843700
2016,2016,0,Total,27266,9443,"Census Tract 6711, Cook County, IL",6711,Cook County,IL,14000US17031671100,17031671100
2016,2016,0,Total,33750,7517,"Census Tract 5201, Cook County, IL",5201,Cook County,IL,14000US17031520100,17031520100
2016,2016,0,Total,27788,8441,"Census Tract 2315, Cook County, IL",2315,Cook County,IL,14000US17031231500,17031231500
2016,2016,0,Total,92841,6794,"Census Tract 817, Cook County, IL",817,Cook County,IL,14000US17031081700,17031081700
2016,2016,0,Total,63897,15406,"Census Tract 7502, Cook County, IL",7502,Cook County,IL,14000US17031750200,17031750200
2016,2016,0,Total,117125,14552,"Census Tract 2402, Cook County, IL",2402,Cook County,IL,14000US17031240200,17031240200
2016,2016,0,Total,43958,8545,"Census Tract 106, Cook County, IL",106,Cook County,IL,14000US17031010600,17031010600
2016,2016,0,Total,44522,9805,"Census Tract 8402, Cook County, IL",8402,Cook County,IL,14000US17031840200,17031840200
2016,2016,0,Total,77500,21369,"Census Tract 509, Cook County, IL",509,Cook County,IL,14000US17031050900,17031050900
2016,2016,0,Total,106719,12223,"Census Tract 2403, Cook County, IL",2403,Cook County,IL,14000US17031240300,17031240300
2016,2016,0,Total,103194,14849,"Census Tract 818, Cook County, IL",818,Cook County,IL,14000US17031081800,17031081800
2016,2016,0,Total,23667,6430,"Census Tract 8356, Cook County, IL",8356,Cook County,IL,14000US17031835600,17031835600
2016,2016,0,Total,34154,7121,"Census Tract 5103, Cook County, IL",5103,Cook County,IL,14000US17031510300,17031510300
2016,2016,0,Total,125139,17839,"Census Tract 2405, Cook County, IL",2405,Cook County,IL,14000US17031240500,17031240500
2016,2016,0,Total,27931,3560,"Census Tract 306.04, Cook County, IL",306.04,Cook County,IL,14000US17031030604,17031030604
2016,2016,0,Total,33509,2745,"Census Tract 6304, Cook County, IL",6304,Cook County,IL,14000US17031630400,17031630400
2016,2016,0,Total,34583,16251,"Census Tract 6709, Cook County, IL",6709,Cook County,IL,14000US17031670900,17031670900
2016,2016,0,Total,93917,12050,"Census Tract 2406, Cook County, IL",2406,Cook County,IL,14000US17031240600,17031240600
2016,2016,0,Total,135500,53795,"Census Tract 819, Cook County, IL",819,Cook County,IL,14000US17031081900,17031081900
2016,2016,0,Total,41851,8356,"Census Tract 5102, Cook County, IL",5102,Cook County,IL,14000US17031510200,17031510200
2016,2016,0,Total,51542,24415,"Census Tract 2407, Cook County, IL",2407,Cook County,IL,14000US17031240700,17031240700
2016,2016,0,Total,103750,16290,"Census Tract 510, Cook County, IL",510,Cook County,IL,14000US17031051000,17031051000
2016,2016,0,Total,48068,6106,"Census Tract 6303, Cook County, IL",6303,Cook County,IL,14000US17031630300,17031630300
2016,2016,0,Total,83906,17534,"Census Tract 901, Cook County, IL",901,Cook County,IL,14000US17031090100,17031090100
2016,2016,0,Total,35698,4160,"Census Tract 2408, Cook County, IL",2408,Cook County,IL,14000US17031240800,17031240800
2016,2016,0,Total,40913,6807,"Census Tract 206.01, Cook County, IL",206.01,Cook County,IL,14000US17031020601,17031020601
2016,2016,0,Total,19207,3814,"Census Tract 8355, Cook County, IL",8355,Cook County,IL,14000US17031835500,17031835500
2016,2016,0,Total,32277,4170,"Census Tract 5101, Cook County, IL",5101,Cook County,IL,14000US17031510100,17031510100
2016,2016,0,Total,40515,10196,"Census Tract 2409, Cook County, IL",2409,Cook County,IL,14000US17031240900,17031240900
2016,2016,0,Total,67665,7078,"Census Tract 7005.01, Cook County, IL",7005.01,Cook County,IL,14000US17031700501,17031700501
2016,2016,0,Total,18875,8534,"Census Tract 6903, Cook County, IL",6903,Cook County,IL,14000US17031690300,17031690300
2016,2016,0,Total,37679,6221,"Census Tract 5003, Cook County, IL",5003,Cook County,IL,14000US17031500300,17031500300
2016,2016,0,Total,43650,6840,"Census Tract 2410, Cook County, IL",2410,Cook County,IL,14000US17031241000,17031241000
2016,2016,0,Total,88443,12042,"Census Tract 902, Cook County, IL",902,Cook County,IL,14000US17031090200,17031090200
2016,2016,0,Total,87266,10024,"Census Tract 7503, Cook County, IL",7503,Cook County,IL,14000US17031750300,17031750300
2016,2016,0,Total,69348,8583,"Census Tract 2411, Cook County, IL",2411,Cook County,IL,14000US17031241100,17031241100
2016,2016,0,Total,118750,31495,"Census Tract 511, Cook County, IL",511,Cook County,IL,14000US17031051100,17031051100
2016,2016,0,Total,33942,9637,"Census Tract 8401, Cook County, IL",8401,Cook County,IL,14000US17031840100,17031840100
2016,2016,0,Total,32331,5519,"Census Tract 6302, Cook County, IL",6302,Cook County,IL,14000US17031630200,17031630200
2016,2016,0,Total,75000,24218,"Census Tract 2412, Cook County, IL",2412,Cook County,IL,14000US17031241200,17031241200
2016,2016,0,Total,84000,4818,"Census Tract 903, Cook County, IL",903,Cook County,IL,14000US17031090300,17031090300
2016,2016,0,Total,41136,4297,"Census Tract 8352, Cook County, IL",8352,Cook County,IL,14000US17031835200,17031835200
2016,2016,0,Total,33304,11569,"Census Tract 5002, Cook County, IL",5002,Cook County,IL,14000US17031500200,17031500200
2016,2016,0,Total,109643,6340,"Census Tract 2413, Cook County, IL",2413,Cook County,IL,14000US17031241300,17031241300
2016,2016,0,Total,34671,8540,"Census Tract 307.01, Cook County, IL",307.01,Cook County,IL,14000US17031030701,17031030701
2016,2016,0,Total,90721,5860,"Census Tract 7204, Cook County, IL",7204,Cook County,IL,14000US17031720400,17031720400
2016,2016,0,Total,106250,36538,"Census Tract 8422, Cook County, IL",8422,Cook County,IL,14000US17031842200,17031842200
2016,2016,0,Total,101634,20526,"Census Tract 2414, Cook County, IL",2414,Cook County,IL,14000US17031241400,17031241400
2016,2016,0,Total,63058,10060,"Census Tract 1001, Cook County, IL",1001,Cook County,IL,14000US17031100100,17031100100
2016,2016,0,Total,39348,11592,"Census Tract 5001, Cook County, IL",5001,Cook County,IL,14000US17031500100,17031500100
2016,2016,0,Total,95313,27897,"Census Tract 2415, Cook County, IL",2415,Cook County,IL,14000US17031241500,17031241500
2016,2016,0,Total,22000,6264,"Census Tract 6708, Cook County, IL",6708,Cook County,IL,14000US17031670800,17031670800
2016,2016,0,Total,29375,6966,"Census Tract 6301, Cook County, IL",6301,Cook County,IL,14000US17031630100,17031630100
2016,2016,0,Total,68779,14939,"Census Tract 1002, Cook County, IL",1002,Cook County,IL,14000US17031100200,17031100200
2016,2016,0,Total,81547,8251,"Census Tract 2416, Cook County, IL",2416,Cook County,IL,14000US17031241600,17031241600
2016,2016,0,Total,110500,24301,"Census Tract 512, Cook County, IL",512,Cook County,IL,14000US17031051200,17031051200
2016,2016,0,Total,37723,8042,"Census Tract 8351, Cook County, IL",8351,Cook County,IL,14000US17031835100,17031835100
2016,2016,0,Total,26443,4474,"Census Tract 4914, Cook County, IL",4914,Cook County,IL,14000US17031491400,17031491400
2016,2016,0,Total,63063,15235,"Census Tract 2420, Cook County, IL",2420,Cook County,IL,14000US17031242000,17031242000
2016,2016,0,Total,22250,4277,"Census Tract 6915, Cook County, IL",6915,Cook County,IL,14000US17031691500,17031691500
2016,2016,0,Total,31330,3656,"Census Tract 7110, Cook County, IL",7110,Cook County,IL,14000US17031711000,17031711000
2016,2016,0,Total,26630,6942,"Census Tract 4913, Cook County, IL",4913,Cook County,IL,14000US17031491300,17031491300
2016,2016,0,Total,107969,17029,"Census Tract 2421, Cook County, IL",2421,Cook County,IL,14000US17031242100,17031242100
2016,2016,0,Total,66343,13756,"Census Tract 1003, Cook County, IL",1003,Cook County,IL,14000US17031100300,17031100300
2016,2016,0,Total,90982,12666,"Census Tract 7504, Cook County, IL",7504,Cook County,IL,14000US17031750400,17031750400
2016,2016,0,Total,84620,22081,"Census Tract 2422, Cook County, IL",2422,Cook County,IL,14000US17031242200,17031242200
2016,2016,0,Total,42254,4830,"Census Tract 8432, Cook County, IL",8432,Cook County,IL,14000US17031843200,17031843200
2016,2016,0,Total,61429,13330,"Census Tract 8400, Cook County, IL",8400,Cook County,IL,14000US17031840000,17031840000
2016,2016,0,Total,153631,29526,"Census Tract 513, Cook County, IL",513,Cook County,IL,14000US17031051300,17031051300
2016,2016,0,Total,75250,10244,"Census Tract 2423, Cook County, IL",2423,Cook County,IL,14000US17031242300,17031242300
2016,2016,0,Total,87206,9988,"Census Tract 1004, Cook County, IL",1004,Cook County,IL,14000US17031100400,17031100400
2016,2016,0,Total,26514,3248,"Census Tract 8350, Cook County, IL",8350,Cook County,IL,14000US17031835000,17031835000
2016,2016,0,Total,39276,10922,"Census Tract 4912, Cook County, IL",4912,Cook County,IL,14000US17031491200,17031491200
2016,2016,0,Total,70848,4699,"Census Tract 2424, Cook County, IL",2424,Cook County,IL,14000US17031242400,17031242400
2016,2016,0,Total,24806,4475,"Census Tract 7103, Cook County, IL",7103,Cook County,IL,14000US17031710300,17031710300
2016,2016,0,Total,52045,19495,"Census Tract 6204, Cook County, IL",6204,Cook County,IL,14000US17031620400,17031620400
2016,2016,0,Total,24911,11030,"Census Tract 6707, Cook County, IL",6707,Cook County,IL,14000US17031670700,17031670700
2016,2016,0,Total,58038,9159,"Census Tract 2425, Cook County, IL",2425,Cook County,IL,14000US17031242500,17031242500
2016,2016,0,Total,93359,20590,"Census Tract 1005, Cook County, IL",1005,Cook County,IL,14000US17031100500,17031100500
2016,2016,0,Total,44000,10150,"Census Tract 4911, Cook County, IL",4911,Cook County,IL,14000US17031491100,17031491100
2016,2016,0,Total,52096,11790,"Census Tract 2426, Cook County, IL",2426,Cook County,IL,14000US17031242600,17031242600
2016,2016,0,Total,95469,12810,"Census Tract 514, Cook County, IL",514,Cook County,IL,14000US17031051400,17031051400
2016,2016,0,Total,51281,2931,"Census Tract 6203, Cook County, IL",6203,Cook County,IL,14000US17031620300,17031620300
2016,2016,0,Total,67955,10395,"Census Tract 1006, Cook County, IL",1006,Cook County,IL,14000US17031100600,17031100600
2016,2016,0,Total,28487,12529,"Census Tract 2427, Cook County, IL",2427,Cook County,IL,14000US17031242700,17031242700
2016,2016,0,Total,56635,18691,"Census Tract 307.02, Cook County, IL",307.02,Cook County,IL,14000US17031030702,17031030702
2016,2016,0,Total,19054,3612,"Census Tract 8349, Cook County, IL",8349,Cook County,IL,14000US17031834900,17031834900
2016,2016,0,Total,26641,6563,"Census Tract 4910, Cook County, IL",4910,Cook County,IL,14000US17031491000,17031491000
2016,2016,0,Total,68182,12750,"Census Tract 2428, Cook County, IL",2428,Cook County,IL,14000US17031242800,17031242800
2016,2016,0,Total,45349,7176,"Census Tract 206.02, Cook County, IL",206.02,Cook County,IL,14000US17031020602,17031020602
2016,2016,0,Total,27012,10671,"Census Tract 8439, Cook County, IL",8439,Cook County,IL,14000US17031843900,17031843900
2016,2016,0,Total,43083,6286,"Census Tract 4909.02, Cook County, IL",4909.02,Cook County,IL,14000US17031490902,17031490902
2016,2016,0,Total,65284,13935,"Census Tract 2429, Cook County, IL",2429,Cook County,IL,14000US17031242900,17031242900
2016,2016,0,Total,72214,6719,"Census Tract 1007, Cook County, IL",1007,Cook County,IL,14000US17031100700,17031100700
2016,2016,0,Total,50913,13128,"Census Tract 7505, Cook County, IL",7505,Cook County,IL,14000US17031750500,17031750500
2016,2016,0,Total,63768,5936,"Census Tract 2430, Cook County, IL",2430,Cook County,IL,14000US17031243000,17031243000
2016,2016,0,Total,103750,16801,"Census Tract 601, Cook County, IL",601,Cook County,IL,14000US17031060100,17031060100
2016,2016,0,Total,60536,12682,"Census Tract 8399, Cook County, IL",8399,Cook County,IL,14000US17031839900,17031839900
2016,2016,0,Total,50990,3853,"Census Tract 6202, Cook County, IL",6202,Cook County,IL,14000US17031620200,17031620200
2016,2016,0,Total,90893,17315,"Census Tract 2431, Cook County, IL",2431,Cook County,IL,14000US17031243100,17031243100
2016,2016,0,Total,53141,6066,"Census Tract 1101, Cook County, IL",1101,Cook County,IL,14000US17031110100,17031110100
2016,2016,0,Total,21827,4214,"Census Tract 8348, Cook County, IL",8348,Cook County,IL,14000US17031834800,17031834800
2016,2016,0,Total,35469,6007,"Census Tract 4909.01, Cook County, IL",4909.01,Cook County,IL,14000US17031490901,17031490901
2016,2016,0,Total,106607,19226,"Census Tract 2432, Cook County, IL",2432,Cook County,IL,14000US17031243200,17031243200
2016,2016,0,Total,35476,10666,"Census Tract 6814, Cook County, IL",6814,Cook County,IL,14000US17031681400,17031681400
2016,2016,0,Total,105000,15308,"Census Tract 7205, Cook County, IL",7205,Cook County,IL,14000US17031720500,17031720500
2016,2016,0,Total,35528,6108,"Census Tract 8421, Cook County, IL",8421,Cook County,IL,14000US17031842100,17031842100
2016,2016,0,Total,75127,5338,"Census Tract 2433, Cook County, IL",2433,Cook County,IL,14000US17031243300,17031243300
2016,2016,0,Total,78034,14612,"Census Tract 1102, Cook County, IL",1102,Cook County,IL,14000US17031110200,17031110200
2016,2016,0,Total,32430,9009,"Census Tract 4908, Cook County, IL",4908,Cook County,IL,14000US17031490800,17031490800
2016,2016,0,Total,80403,8702,"Census Tract 2434, Cook County, IL",2434,Cook County,IL,14000US17031243400,17031243400
2016,2016,0,Total,41566,3944,"Census Tract 307.03, Cook County, IL",307.03,Cook County,IL,14000US17031030703,17031030703
2016,2016,0,Total,45000,7944,"Census Tract 6201, Cook County, IL",6201,Cook County,IL,14000US17031620100,17031620100
2016,2016,0,Total,72198,5685,"Census Tract 1103, Cook County, IL",1103,Cook County,IL,14000US17031110300,17031110300
2016,2016,0,Total,93092,11593,"Census Tract 2435, Cook County, IL",2435,Cook County,IL,14000US17031243500,17031243500
2016,2016,0,Total,66519,9412,"Census Tract 602, Cook County, IL",602,Cook County,IL,14000US17031060200,17031060200
2016,2016,0,Total,26071,4667,"Census Tract 8347, Cook County, IL",8347,Cook County,IL,14000US17031834700,17031834700
2016,2016,0,Total,36631,6474,"Census Tract 4907, Cook County, IL",4907,Cook County,IL,14000US17031490700,17031490700
2016,2016,0,Total,37227,6683,"Census Tract 2502, Cook County, IL",2502,Cook County,IL,14000US17031250200,17031250200
2016,2016,0,Total,37228,6196,"Census Tract 104, Cook County, IL",104,Cook County,IL,14000US17031010400,17031010400
2016,2016,0,Total,20119,9247,"Census Tract 6706, Cook County, IL",6706,Cook County,IL,14000US17031670600,17031670600
2016,2016,0,Total,38750,15139,"Census Tract 4906, Cook County, IL",4906,Cook County,IL,14000US17031490600,17031490600
2016,2016,0,Total,31004,2231,"Census Tract 2503, Cook County, IL",2503,Cook County,IL,14000US17031250300,17031250300
2016,2016,0,Total,69201,3726,"Census Tract 1104, Cook County, IL",1104,Cook County,IL,14000US17031110400,17031110400
2016,2016,0,Total,40125,14904,"Census Tract 7506, Cook County, IL",7506,Cook County,IL,14000US17031750600,17031750600
2016,2016,0,Total,33873,11016,"Census Tract 2504, Cook County, IL",2504,Cook County,IL,14000US17031250400,17031250400
2016,2016,0,Total,77292,28250,"Census Tract 207.01, Cook County, IL",207.01,Cook County,IL,14000US17031020701,17031020701
2016,2016,0,Total,44159,14490,"Census Tract 8398, Cook County, IL",8398,Cook County,IL,14000US17031839800,17031839800
2016,2016,0,Total,104718,9947,"Census Tract 603, Cook County, IL",603,Cook County,IL,14000US17031060300,17031060300
2016,2016,0,Total,74708,14385,"Census Tract 2505, Cook County, IL",2505,Cook County,IL,14000US17031250500,17031250500
2016,2016,0,Total,77843,8066,"Census Tract 1105.01, Cook County, IL",1105.01,Cook County,IL,14000US17031110501,17031110501
2016,2016,0,Total,20898,8528,"Census Tract 8346, Cook County, IL",8346,Cook County,IL,14000US17031834600,17031834600
2016,2016,0,Total,50188,11121,"Census Tract 4905, Cook County, IL",4905,Cook County,IL,14000US17031490500,17031490500
2016,2016,0,Total,50294,7742,"Census Tract 2506, Cook County, IL",2506,Cook County,IL,14000US17031250600,17031250600
2016,2016,0,Total,35286,7356,"Census Tract 307.06, Cook County, IL",307.06,Cook County,IL,14000US17031030706,17031030706
2016,2016,0,Total,23906,8935,"Census Tract 6121, Cook County, IL",6121,Cook County,IL,14000US17031612100,17031612100
2016,2016,0,Total,27589,5960,"Census Tract 6705, Cook County, IL",6705,Cook County,IL,14000US17031670500,17031670500
2016,2016,0,Total,31160,6670,"Census Tract 2507, Cook County, IL",2507,Cook County,IL,14000US17031250700,17031250700
2016,2016,0,Total,50337,5988,"Census Tract 1105.02, Cook County, IL",1105.02,Cook County,IL,14000US17031110502,17031110502
2016,2016,0,Total,51420,10289,"Census Tract 4904, Cook County, IL",4904,Cook County,IL,14000US17031490400,17031490400
2016,2016,0,Total,35625,5857,"Census Tract 2508, Cook County, IL",2508,Cook County,IL,14000US17031250800,17031250800
2016,2016,0,Total,120909,10729,"Census Tract 604, Cook County, IL",604,Cook County,IL,14000US17031060400,17031060400
2016,2016,0,Total,25855,6584,"Census Tract 6120, Cook County, IL",6120,Cook County,IL,14000US17031612000,17031612000
2016,2016,0,Total,122500,16601,"Census Tract 1201, Cook County, IL",1201,Cook County,IL,14000US17031120100,17031120100
2016,2016,0,Total,34583,9319,"Census Tract 2510, Cook County, IL",2510,Cook County,IL,14000US17031251000,17031251000
2016,2016,0,Total,57109,5418,"Census Tract 107.01, Cook County, IL",107.01,Cook County,IL,14000US17031010701,17031010701
2016,2016,0,Total,32204,7800,"Census Tract 8345, Cook County, IL",8345,Cook County,IL,14000US17031834500,17031834500
2016,2016,0,Total,51723,9077,"Census Tract 4903, Cook County, IL",4903,Cook County,IL,14000US17031490300,17031490300
2016,2016,0,Total,23516,4895,"Census Tract 2511, Cook County, IL",2511,Cook County,IL,14000US17031251100,17031251100
2016,2016,0,Total,92778,20130,"Census Tract 7005.02, Cook County, IL",7005.02,Cook County,IL,14000US17031700502,17031700502
2016,2016,0,Total,22972,4037,"Census Tract 6813, Cook County, IL",6813,Cook County,IL,14000US17031681300,17031681300
2016,2016,0,Total,44514,12807,"Census Tract 4805, Cook County, IL",4805,Cook County,IL,14000US17031480500,17031480500
2016,2016,0,Total,43011,6470,"Census Tract 2512, Cook County, IL",2512,Cook County,IL,14000US17031251200,17031251200
2016,2016,0,Total,106522,9101,"Census Tract 1202, Cook County, IL",1202,Cook County,IL,14000US17031120200,17031120200
2016,2016,0,Total,49517,7473,"Census Tract 7608.01, Cook County, IL",7608.01,Cook County,IL,14000US17031760801,17031760801
2016,2016,0,Total,28631,2405,"Census Tract 2513, Cook County, IL",2513,Cook County,IL,14000US17031251300,17031251300
2016,2016,0,Total,31696,14532,"Census Tract 605, Cook County, IL",605,Cook County,IL,14000US17031060500,17031060500
2016,2016,0,Total,42200,9175,"Census Tract 8397, Cook County, IL",8397,Cook County,IL,14000US17031839700,17031839700
2016,2016,0,Total,25609,3115,"Census Tract 6119, Cook County, IL",6119,Cook County,IL,14000US17031611900,17031611900
2016,2016,0,Total,28363,5645,"Census Tract 2514, Cook County, IL",2514,Cook County,IL,14000US17031251400,17031251400
