ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,CensusTractNo,County,State,ID Geography,Geoid10
2014,2014,0,Total,49625,12151,"Census Tract 7708, Cook County, IL",7708,Cook County,IL,14000US17031770800,17031770800
2014,2014,0,Total,35861,10633,"Census Tract 4402.01, Cook County, IL",4402.01,Cook County,IL,14000US17031440201,17031440201
2014,2014,0,Total,34573,5658,"Census Tract 2610, Cook County, IL",2610,Cook County,IL,14000US17031261000,17031261000
2014,2014,0,Total,21364,5274,"Census Tract 6716, Cook County, IL",6716,Cook County,IL,14000US17031671600,17031671600
2014,2014,0,Total,83561,5495,"Census Tract 902, Cook County, IL",902,Cook County,IL,14000US17031090200,17031090200
2014,2014,0,Total,29017,4106,"Census Tract 306.03, Cook County, IL",306.03,Cook County,IL,14000US17031030603,17031030603
2014,2014,0,Total,64507,18011,"Census Tract 701.02, Cook County, IL",701.02,Cook County,IL,14000US17031070102,17031070102
2014,2014,0,Total,27128,5281,"Census Tract 4402.02, Cook County, IL",4402.02,Cook County,IL,14000US17031440202,17031440202
2014,2014,0,Total,25149,4282,"Census Tract 6718, Cook County, IL",6718,Cook County,IL,14000US17031671800,17031671800
2014,2014,0,Total,43750,12811,"Census Tract 2211, Cook County, IL",2211,Cook County,IL,14000US17031221100,17031221100
2014,2014,0,Total,17255,5344,"Census Tract 2705, Cook County, IL",2705,Cook County,IL,14000US17031270500,17031270500
2014,2014,0,Total,72258,7589,"Census Tract 608, Cook County, IL",608,Cook County,IL,14000US17031060800,17031060800
2014,2014,0,Total,37716,5085,"Census Tract 1604, Cook County, IL",1604,Cook County,IL,14000US17031160400,17031160400
2014,2014,0,Total,45781,7517,"Census Tract 6719, Cook County, IL",6719,Cook County,IL,14000US17031671900,17031671900
2014,2014,0,Total,53224,12687,"Census Tract 4403, Cook County, IL",4403,Cook County,IL,14000US17031440300,17031440300
2014,2014,0,Total,42246,8526,"Census Tract 106, Cook County, IL",106,Cook County,IL,14000US17031010600,17031010600
2014,2014,0,Total,90938,10068,"Census Tract 903, Cook County, IL",903,Cook County,IL,14000US17031090300,17031090300
2014,2014,0,Total,42566,7753,"Census Tract 7108, Cook County, IL",7108,Cook County,IL,14000US17031710800,17031710800
2014,2014,0,Total,41635,5833,"Census Tract 6720, Cook County, IL",6720,Cook County,IL,14000US17031672000,17031672000
2014,2014,0,Total,25571,5362,"Census Tract 2712, Cook County, IL",2712,Cook County,IL,14000US17031271200,17031271200
2014,2014,0,Total,44821,18649,"Census Tract 2212, Cook County, IL",2212,Cook County,IL,14000US17031221200,17031221200
2014,2014,0,Total,44602,9846,"Census Tract 4406, Cook County, IL",4406,Cook County,IL,14000US17031440600,17031440600
2014,2014,0,Total,72625,11203,"Census Tract 408, Cook County, IL",408,Cook County,IL,14000US17031040800,17031040800
2014,2014,0,Total,20273,4422,"Census Tract 6805, Cook County, IL",6805,Cook County,IL,14000US17031680500,17031680500
2014,2014,0,Total,27303,10606,"Census Tract 8439, Cook County, IL",8439,Cook County,IL,14000US17031843900,17031843900
2014,2014,0,Total,53690,12965,"Census Tract 8333, Cook County, IL",8333,Cook County,IL,14000US17031833300,17031833300
2014,2014,0,Total,47589,6516,"Census Tract 7707, Cook County, IL",7707,Cook County,IL,14000US17031770700,17031770700
2014,2014,0,Total,44250,10117,"Census Tract 4407, Cook County, IL",4407,Cook County,IL,14000US17031440700,17031440700
2014,2014,0,Total,18375,7194,"Census Tract 6806, Cook County, IL",6806,Cook County,IL,14000US17031680600,17031680600
2014,2014,0,Total,16905,11567,"Census Tract 2713, Cook County, IL",2713,Cook County,IL,14000US17031271300,17031271300
2014,2014,0,Total,44531,6222,"Census Tract 1605.01, Cook County, IL",1605.01,Cook County,IL,14000US17031160501,17031160501
2014,2014,0,Total,61250,11726,"Census Tract 8363, Cook County, IL",8363,Cook County,IL,14000US17031836300,17031836300
2014,2014,0,Total,48095,8948,"Census Tract 2213, Cook County, IL",2213,Cook County,IL,14000US17031221300,17031221300
2014,2014,0,Total,15196,3493,"Census Tract 6809, Cook County, IL",6809,Cook County,IL,14000US17031680900,17031680900
2014,2014,0,Total,20104,5262,"Census Tract 4408, Cook County, IL",4408,Cook County,IL,14000US17031440800,17031440800
2014,2014,0,Total,51768,11131,"Census Tract 701.03, Cook County, IL",701.03,Cook County,IL,14000US17031070103,17031070103
2014,2014,0,Total,28750,19820,"Census Tract 2714, Cook County, IL",2714,Cook County,IL,14000US17031271400,17031271400
2014,2014,0,Total,26221,3535,"Census Tract 7107, Cook County, IL",7107,Cook County,IL,14000US17031710700,17031710700
2014,2014,0,Total,13512,3746,"Census Tract 6810, Cook County, IL",6810,Cook County,IL,14000US17031681000,17031681000
2014,2014,0,Total,67100,15219,"Census Tract 314, Cook County, IL",314,Cook County,IL,14000US17031031400,17031031400
2014,2014,0,Total,66941,8368,"Census Tract 1001, Cook County, IL",1001,Cook County,IL,14000US17031100100,17031100100
2014,2014,0,Total,38500,9669,"Census Tract 4409, Cook County, IL",4409,Cook County,IL,14000US17031440900,17031440900
2014,2014,0,Total,14146,2909,"Census Tract 8386, Cook County, IL",8386,Cook County,IL,14000US17031838600,17031838600
2014,2014,0,Total,20638,5258,"Census Tract 6811, Cook County, IL",6811,Cook County,IL,14000US17031681100,17031681100
2014,2014,0,Total,55982,16683,"Census Tract 2214, Cook County, IL",2214,Cook County,IL,14000US17031221400,17031221400
2014,2014,0,Total,22250,7823,"Census Tract 2715, Cook County, IL",2715,Cook County,IL,14000US17031271500,17031271500
2014,2014,0,Total,56750,10180,"Census Tract 1605.02, Cook County, IL",1605.02,Cook County,IL,14000US17031160502,17031160502
2014,2014,0,Total,40781,10381,"Census Tract 4503, Cook County, IL",4503,Cook County,IL,14000US17031450300,17031450300
2014,2014,0,Total,19279,5922,"Census Tract 6812, Cook County, IL",6812,Cook County,IL,14000US17031681200,17031681200
2014,2014,0,Total,60176,12002,"Census Tract 609, Cook County, IL",609,Cook County,IL,14000US17031060900,17031060900
2014,2014,0,Total,40849,9856,"Census Tract 301.02, Cook County, IL",301.02,Cook County,IL,14000US17031030102,17031030102
2014,2014,0,Total,36083,13492,"Census Tract 8433, Cook County, IL",8433,Cook County,IL,14000US17031843300,17031843300
2014,2014,0,Total,57545,8647,"Census Tract 7706.02, Cook County, IL",7706.02,Cook County,IL,14000US17031770602,17031770602
2014,2014,0,Total,19453,3637,"Census Tract 6813, Cook County, IL",6813,Cook County,IL,14000US17031681300,17031681300
2014,2014,0,Total,32267,9843,"Census Tract 4601, Cook County, IL",4601,Cook County,IL,14000US17031460100,17031460100
2014,2014,0,Total,27031,8716,"Census Tract 2718, Cook County, IL",2718,Cook County,IL,14000US17031271800,17031271800
2014,2014,0,Total,35787,6593,"Census Tract 2215, Cook County, IL",2215,Cook County,IL,14000US17031221500,17031221500
2014,2014,0,Total,22500,6403,"Census Tract 7106, Cook County, IL",7106,Cook County,IL,14000US17031710600,17031710600
2014,2014,0,Total,25031,9875,"Census Tract 6814, Cook County, IL",6814,Cook County,IL,14000US17031681400,17031681400
2014,2014,0,Total,33317,7695,"Census Tract 8401, Cook County, IL",8401,Cook County,IL,14000US17031840100,17031840100
2014,2014,0,Total,52479,6739,"Census Tract 1606.01, Cook County, IL",1606.01,Cook County,IL,14000US17031160601,17031160601
2014,2014,0,Total,28649,6713,"Census Tract 4602, Cook County, IL",4602,Cook County,IL,14000US17031460200,17031460200
2014,2014,0,Total,104292,12927,"Census Tract 8331, Cook County, IL",8331,Cook County,IL,14000US17031833100,17031833100
2014,2014,0,Total,18419,5535,"Census Tract 6903, Cook County, IL",6903,Cook County,IL,14000US17031690300,17031690300
2014,2014,0,Total,104296,6221,"Census Tract 2801, Cook County, IL",2801,Cook County,IL,14000US17031280100,17031280100
2014,2014,0,Total,78084,5776,"Census Tract 1002, Cook County, IL",1002,Cook County,IL,14000US17031100200,17031100200
2014,2014,0,Total,86168,9030,"Census Tract 702, Cook County, IL",702,Cook County,IL,14000US17031070200,17031070200
2014,2014,0,Total,34650,10849,"Census Tract 4603.01, Cook County, IL",4603.01,Cook County,IL,14000US17031460301,17031460301
2014,2014,0,Total,22339,4461,"Census Tract 6904, Cook County, IL",6904,Cook County,IL,14000US17031690400,17031690400
2014,2014,0,Total,73611,15762,"Census Tract 2216, Cook County, IL",2216,Cook County,IL,14000US17031221600,17031221600
2014,2014,0,Total,68472,15199,"Census Tract 409, Cook County, IL",409,Cook County,IL,14000US17031040900,17031040900
2014,2014,0,Total,15000,12804,"Census Tract 2804, Cook County, IL",2804,Cook County,IL,14000US17031280400,17031280400
2014,2014,0,Total,75804,18346,"Census Tract 8420, Cook County, IL",8420,Cook County,IL,14000US17031842000,17031842000
2014,2014,0,Total,39563,7586,"Census Tract 6905, Cook County, IL",6905,Cook County,IL,14000US17031690500,17031690500
2014,2014,0,Total,20981,2155,"Census Tract 4603.02, Cook County, IL",4603.02,Cook County,IL,14000US17031460302,17031460302
2014,2014,0,Total,43380,7307,"Census Tract 1606.02, Cook County, IL",1606.02,Cook County,IL,14000US17031160602,17031160602
2014,2014,0,Total,85500,22801,"Census Tract 8362, Cook County, IL",8362,Cook County,IL,14000US17031836200,17031836200
2014,2014,0,Total,28777,6823,"Census Tract 7105, Cook County, IL",7105,Cook County,IL,14000US17031710500,17031710500
2014,2014,0,Total,25647,12098,"Census Tract 6909, Cook County, IL",6909,Cook County,IL,14000US17031690900,17031690900
2014,2014,0,Total,123500,10120,"Census Tract 2222, Cook County, IL",2222,Cook County,IL,14000US17031222200,17031222200
2014,2014,0,Total,44618,13930,"Census Tract 7705, Cook County, IL",7705,Cook County,IL,14000US17031770500,17031770500
2014,2014,0,Total,42697,8629,"Census Tract 4604, Cook County, IL",4604,Cook County,IL,14000US17031460400,17031460400
2014,2014,0,Total,18750,2883,"Census Tract 2808, Cook County, IL",2808,Cook County,IL,14000US17031280800,17031280800
2014,2014,0,Total,50191,12650,"Census Tract 6910, Cook County, IL",6910,Cook County,IL,14000US17031691000,17031691000
2014,2014,0,Total,89766,16544,"Census Tract 610, Cook County, IL",610,Cook County,IL,14000US17031061000,17031061000
2014,2014,0,Total,59063,10262,"Census Tract 1003, Cook County, IL",1003,Cook County,IL,14000US17031100300,17031100300
2014,2014,0,Total,32725,6603,"Census Tract 8413, Cook County, IL",8413,Cook County,IL,14000US17031841300,17031841300
2014,2014,0,Total,41145,6270,"Census Tract 4605, Cook County, IL",4605,Cook County,IL,14000US17031460500,17031460500
2014,2014,0,Total,19816,10601,"Census Tract 6911, Cook County, IL",6911,Cook County,IL,14000US17031691100,17031691100
2014,2014,0,Total,99821,17229,"Census Tract 703, Cook County, IL",703,Cook County,IL,14000US17031070300,17031070300
2014,2014,0,Total,20225,6970,"Census Tract 2809, Cook County, IL",2809,Cook County,IL,14000US17031280900,17031280900
2014,2014,0,Total,40469,8769,"Census Tract 2225, Cook County, IL",2225,Cook County,IL,14000US17031222500,17031222500
2014,2014,0,Total,52154,24546,"Census Tract 1607, Cook County, IL",1607,Cook County,IL,14000US17031160700,17031160700
2014,2014,0,Total,27244,11152,"Census Tract 6912, Cook County, IL",6912,Cook County,IL,14000US17031691200,17031691200
2014,2014,0,Total,25694,7302,"Census Tract 4606, Cook County, IL",4606,Cook County,IL,14000US17031460600,17031460600
2014,2014,0,Total,38300,6696,"Census Tract 306.04, Cook County, IL",306.04,Cook County,IL,14000US17031030604,17031030604
2014,2014,0,Total,104063,23437,"Census Tract 8330, Cook County, IL",8330,Cook County,IL,14000US17031833000,17031833000
2014,2014,0,Total,37442,13544,"Census Tract 7104, Cook County, IL",7104,Cook County,IL,14000US17031710400,17031710400
2014,2014,0,Total,38620,15052,"Census Tract 6913, Cook County, IL",6913,Cook County,IL,14000US17031691300,17031691300
2014,2014,0,Total,79179,4648,"Census Tract 2819, Cook County, IL",2819,Cook County,IL,14000US17031281900,17031281900
2014,2014,0,Total,21076,5432,"Census Tract 8430, Cook County, IL",8430,Cook County,IL,14000US17031843000,17031843000
2014,2014,0,Total,20900,4312,"Census Tract 4607, Cook County, IL",4607,Cook County,IL,14000US17031460700,17031460700
2014,2014,0,Total,85761,18809,"Census Tract 1004, Cook County, IL",1004,Cook County,IL,14000US17031100400,17031100400
2014,2014,0,Total,28232,4654,"Census Tract 6914, Cook County, IL",6914,Cook County,IL,14000US17031691400,17031691400
2014,2014,0,Total,45750,9832,"Census Tract 2226, Cook County, IL",2226,Cook County,IL,14000US17031222600,17031222600
2014,2014,0,Total,34865,15344,"Census Tract 8383, Cook County, IL",8383,Cook County,IL,14000US17031838300,17031838300
2014,2014,0,Total,41132,12587,"Census Tract 7608.03, Cook County, IL",7608.03,Cook County,IL,14000US17031760803,17031760803
2014,2014,0,Total,13624,1830,"Census Tract 4610, Cook County, IL",4610,Cook County,IL,14000US17031461000,17031461000
2014,2014,0,Total,21638,2262,"Census Tract 6915, Cook County, IL",6915,Cook County,IL,14000US17031691500,17031691500
2014,2014,0,Total,56531,10676,"Census Tract 2827, Cook County, IL",2827,Cook County,IL,14000US17031282700,17031282700
2014,2014,0,Total,55256,9580,"Census Tract 1608, Cook County, IL",1608,Cook County,IL,14000US17031160800,17031160800
2014,2014,0,Total,26862,8730,"Census Tract 315.01, Cook County, IL",315.01,Cook County,IL,14000US17031031501,17031031501
2014,2014,0,Total,10810,2236,"Census Tract 8425, Cook County, IL",8425,Cook County,IL,14000US17031842500,17031842500
2014,2014,0,Total,63333,27514,"Census Tract 7001, Cook County, IL",7001,Cook County,IL,14000US17031700100,17031700100
2014,2014,0,Total,25417,11256,"Census Tract 4701, Cook County, IL",4701,Cook County,IL,14000US17031470100,17031470100
2014,2014,0,Total,44701,9906,"Census Tract 2227, Cook County, IL",2227,Cook County,IL,14000US17031222700,17031222700
2014,2014,0,Total,64194,12659,"Census Tract 2828, Cook County, IL",2828,Cook County,IL,14000US17031282800,17031282800
2014,2014,0,Total,23990,3194,"Census Tract 7103, Cook County, IL",7103,Cook County,IL,14000US17031710300,17031710300
2014,2014,0,Total,51875,10720,"Census Tract 7002, Cook County, IL",7002,Cook County,IL,14000US17031700200,17031700200
2014,2014,0,Total,84038,26236,"Census Tract 704, Cook County, IL",704,Cook County,IL,14000US17031070400,17031070400
2014,2014,0,Total,79559,24913,"Census Tract 611, Cook County, IL",611,Cook County,IL,14000US17031061100,17031061100
2014,2014,0,Total,61382,13048,"Census Tract 4801, Cook County, IL",4801,Cook County,IL,14000US17031480100,17031480100
2014,2014,0,Total,66786,18553,"Census Tract 1609, Cook County, IL",1609,Cook County,IL,14000US17031160900,17031160900
2014,2014,0,Total,61284,11840,"Census Tract 7003.01, Cook County, IL",7003.01,Cook County,IL,14000US17031700301,17031700301
2014,2014,0,Total,28056,8547,"Census Tract 8361, Cook County, IL",8361,Cook County,IL,14000US17031836100,17031836100
2014,2014,0,Total,45764,9341,"Census Tract 2831, Cook County, IL",2831,Cook County,IL,14000US17031283100,17031283100
2014,2014,0,Total,23523,8054,"Census Tract 2228, Cook County, IL",2228,Cook County,IL,14000US17031222800,17031222800
2014,2014,0,Total,35417,6518,"Census Tract 4802, Cook County, IL",4802,Cook County,IL,14000US17031480200,17031480200
2014,2014,0,Total,64423,9080,"Census Tract 7003.02, Cook County, IL",7003.02,Cook County,IL,14000US17031700302,17031700302
2014,2014,0,Total,82478,17719,"Census Tract 1005, Cook County, IL",1005,Cook County,IL,14000US17031100500,17031100500
2014,2014,0,Total,74875,14081,"Census Tract 501, Cook County, IL",501,Cook County,IL,14000US17031050100,17031050100
2014,2014,0,Total,42667,13466,"Census Tract 8329, Cook County, IL",8329,Cook County,IL,14000US17031832900,17031832900
2014,2014,0,Total,46434,16952,"Census Tract 7608.02, Cook County, IL",7608.02,Cook County,IL,14000US17031760802,17031760802
2014,2014,0,Total,70703,13564,"Census Tract 7004.01, Cook County, IL",7004.01,Cook County,IL,14000US17031700401,17031700401
2014,2014,0,Total,54405,13040,"Census Tract 4803, Cook County, IL",4803,Cook County,IL,14000US17031480300,17031480300
2014,2014,0,Total,50363,11978,"Census Tract 2832, Cook County, IL",2832,Cook County,IL,14000US17031283200,17031283200
2014,2014,0,Total,51069,5352,"Census Tract 201, Cook County, IL",201,Cook County,IL,14000US17031020100,17031020100
2014,2014,0,Total,23924,2567,"Census Tract 7102, Cook County, IL",7102,Cook County,IL,14000US17031710200,17031710200
2014,2014,0,Total,68194,13563,"Census Tract 7004.02, Cook County, IL",7004.02,Cook County,IL,14000US17031700402,17031700402
2014,2014,0,Total,33229,6759,"Census Tract 8438, Cook County, IL",8438,Cook County,IL,14000US17031843800,17031843800
2014,2014,0,Total,40208,13519,"Census Tract 2229, Cook County, IL",2229,Cook County,IL,14000US17031222900,17031222900
2014,2014,0,Total,55603,7387,"Census Tract 4804, Cook County, IL",4804,Cook County,IL,14000US17031480400,17031480400
2014,2014,0,Total,52778,14737,"Census Tract 1610, Cook County, IL",1610,Cook County,IL,14000US17031161000,17031161000
2014,2014,0,Total,72765,8081,"Census Tract 7005.01, Cook County, IL",7005.01,Cook County,IL,14000US17031700501,17031700501
2014,2014,0,Total,52393,14975,"Census Tract 2838, Cook County, IL",2838,Cook County,IL,14000US17031283800,17031283800
2014,2014,0,Total,54583,11418,"Census Tract 8400, Cook County, IL",8400,Cook County,IL,14000US17031840000,17031840000
2014,2014,0,Total,58750,7377,"Census Tract 1006, Cook County, IL",1006,Cook County,IL,14000US17031100600,17031100600
2014,2014,0,Total,46667,12075,"Census Tract 4805, Cook County, IL",4805,Cook County,IL,14000US17031480500,17031480500
2014,2014,0,Total,78380,16110,"Census Tract 7005.02, Cook County, IL",7005.02,Cook County,IL,14000US17031700502,17031700502
2014,2014,0,Total,104306,40381,"Census Tract 705, Cook County, IL",705,Cook County,IL,14000US17031070500,17031070500
2014,2014,0,Total,43500,15691,"Census Tract 2301, Cook County, IL",2301,Cook County,IL,14000US17031230100,17031230100
2014,2014,0,Total,18226,3863,"Census Tract 2909, Cook County, IL",2909,Cook County,IL,14000US17031290900,17031290900
2014,2014,0,Total,47571,8888,"Census Tract 207.02, Cook County, IL",207.02,Cook County,IL,14000US17031020702,17031020702
2014,2014,0,Total,11696,4336,"Census Tract 7101, Cook County, IL",7101,Cook County,IL,14000US17031710100,17031710100
2013,2013,0,Total,41101,6575,"Census Tract 2512, Cook County, IL",2512,Cook County,IL,14000US17031251200,17031251200
2013,2013,0,Total,12969,5470,"Census Tract 7101, Cook County, IL",7101,Cook County,IL,14000US17031710100,17031710100
2013,2013,0,Total,75087,7248,"Census Tract 7005.01, Cook County, IL",7005.01,Cook County,IL,14000US17031700501,17031700501
2013,2013,0,Total,22644,2064,"Census Tract 7102, Cook County, IL",7102,Cook County,IL,14000US17031710200,17031710200
2013,2013,0,Total,73276,18725,"Census Tract 7004.02, Cook County, IL",7004.02,Cook County,IL,14000US17031700402,17031700402
2013,2013,0,Total,72656,11179,"Census Tract 7004.01, Cook County, IL",7004.01,Cook County,IL,14000US17031700401,17031700401
2013,2013,0,Total,66860,9601,"Census Tract 7003.02, Cook County, IL",7003.02,Cook County,IL,14000US17031700302,17031700302
2013,2013,0,Total,47292,18176,"Census Tract 7003.01, Cook County, IL",7003.01,Cook County,IL,14000US17031700301,17031700301
2013,2013,0,Total,24403,3031,"Census Tract 7103, Cook County, IL",7103,Cook County,IL,14000US17031710300,17031710300
2013,2013,0,Total,57083,15179,"Census Tract 7002, Cook County, IL",7002,Cook County,IL,14000US17031700200,17031700200
2013,2013,0,Total,64681,22360,"Census Tract 7001, Cook County, IL",7001,Cook County,IL,14000US17031700100,17031700100
2013,2013,0,Total,24957,9021,"Census Tract 6915, Cook County, IL",6915,Cook County,IL,14000US17031691500,17031691500
2013,2013,0,Total,33298,6876,"Census Tract 6914, Cook County, IL",6914,Cook County,IL,14000US17031691400,17031691400
2013,2013,0,Total,32663,12299,"Census Tract 7104, Cook County, IL",7104,Cook County,IL,14000US17031710400,17031710400
2013,2013,0,Total,48125,14618,"Census Tract 6913, Cook County, IL",6913,Cook County,IL,14000US17031691300,17031691300
2013,2013,0,Total,27148,7938,"Census Tract 6912, Cook County, IL",6912,Cook County,IL,14000US17031691200,17031691200
2013,2013,0,Total,21250,10064,"Census Tract 6911, Cook County, IL",6911,Cook County,IL,14000US17031691100,17031691100
2013,2013,0,Total,42118,8777,"Census Tract 6910, Cook County, IL",6910,Cook County,IL,14000US17031691000,17031691000
2013,2013,0,Total,25307,5264,"Census Tract 7105, Cook County, IL",7105,Cook County,IL,14000US17031710500,17031710500
2013,2013,0,Total,34096,5893,"Census Tract 6909, Cook County, IL",6909,Cook County,IL,14000US17031690900,17031690900
2013,2013,0,Total,37976,14789,"Census Tract 6905, Cook County, IL",6905,Cook County,IL,14000US17031690500,17031690500
2013,2013,0,Total,21239,2355,"Census Tract 6904, Cook County, IL",6904,Cook County,IL,14000US17031690400,17031690400
2013,2013,0,Total,20469,8149,"Census Tract 6903, Cook County, IL",6903,Cook County,IL,14000US17031690300,17031690300
2013,2013,0,Total,22692,6399,"Census Tract 7106, Cook County, IL",7106,Cook County,IL,14000US17031710600,17031710600
2013,2013,0,Total,25040,9610,"Census Tract 6814, Cook County, IL",6814,Cook County,IL,14000US17031681400,17031681400
2013,2013,0,Total,21434,6220,"Census Tract 6813, Cook County, IL",6813,Cook County,IL,14000US17031681300,17031681300
2013,2013,0,Total,17600,3759,"Census Tract 6812, Cook County, IL",6812,Cook County,IL,14000US17031681200,17031681200
2013,2013,0,Total,22267,4726,"Census Tract 6811, Cook County, IL",6811,Cook County,IL,14000US17031681100,17031681100
2013,2013,0,Total,26053,3640,"Census Tract 7107, Cook County, IL",7107,Cook County,IL,14000US17031710700,17031710700
2013,2013,0,Total,14297,3750,"Census Tract 6810, Cook County, IL",6810,Cook County,IL,14000US17031681000,17031681000
2013,2013,0,Total,15900,2314,"Census Tract 6809, Cook County, IL",6809,Cook County,IL,14000US17031680900,17031680900
2013,2013,0,Total,15227,5426,"Census Tract 6806, Cook County, IL",6806,Cook County,IL,14000US17031680600,17031680600
2013,2013,0,Total,20764,6520,"Census Tract 6805, Cook County, IL",6805,Cook County,IL,14000US17031680500,17031680500
2013,2013,0,Total,42967,10599,"Census Tract 7108, Cook County, IL",7108,Cook County,IL,14000US17031710800,17031710800
2013,2013,0,Total,36978,3791,"Census Tract 6720, Cook County, IL",6720,Cook County,IL,14000US17031672000,17031672000
2013,2013,0,Total,41607,6823,"Census Tract 6719, Cook County, IL",6719,Cook County,IL,14000US17031671900,17031671900
2013,2013,0,Total,23409,3593,"Census Tract 6718, Cook County, IL",6718,Cook County,IL,14000US17031671800,17031671800
2013,2013,0,Total,20833,6580,"Census Tract 6716, Cook County, IL",6716,Cook County,IL,14000US17031671600,17031671600
2013,2013,0,Total,20558,3841,"Census Tract 7109, Cook County, IL",7109,Cook County,IL,14000US17031710900,17031710900
2013,2013,0,Total,22957,3712,"Census Tract 6715, Cook County, IL",6715,Cook County,IL,14000US17031671500,17031671500
2013,2013,0,Total,33816,8464,"Census Tract 6714, Cook County, IL",6714,Cook County,IL,14000US17031671400,17031671400
2013,2013,0,Total,30130,4359,"Census Tract 6713, Cook County, IL",6713,Cook County,IL,14000US17031671300,17031671300
2013,2013,0,Total,27869,8320,"Census Tract 6712, Cook County, IL",6712,Cook County,IL,14000US17031671200,17031671200
2013,2013,0,Total,30688,5795,"Census Tract 7110, Cook County, IL",7110,Cook County,IL,14000US17031711000,17031711000
2013,2013,0,Total,18880,5652,"Census Tract 6711, Cook County, IL",6711,Cook County,IL,14000US17031671100,17031671100
2013,2013,0,Total,27986,20273,"Census Tract 6709, Cook County, IL",6709,Cook County,IL,14000US17031670900,17031670900
2013,2013,0,Total,21757,3737,"Census Tract 6708, Cook County, IL",6708,Cook County,IL,14000US17031670800,17031670800
2013,2013,0,Total,25987,10196,"Census Tract 6707, Cook County, IL",6707,Cook County,IL,14000US17031670700,17031670700
2013,2013,0,Total,30733,10543,"Census Tract 7111, Cook County, IL",7111,Cook County,IL,14000US17031711100,17031711100
2013,2013,0,Total,25383,4781,"Census Tract 6706, Cook County, IL",6706,Cook County,IL,14000US17031670600,17031670600
2013,2013,0,Total,28514,2866,"Census Tract 6705, Cook County, IL",6705,Cook County,IL,14000US17031670500,17031670500
2013,2013,0,Total,30345,12727,"Census Tract 6704, Cook County, IL",6704,Cook County,IL,14000US17031670400,17031670400
2013,2013,0,Total,33625,22492,"Census Tract 6703, Cook County, IL",6703,Cook County,IL,14000US17031670300,17031670300
2013,2013,0,Total,43405,11104,"Census Tract 7112, Cook County, IL",7112,Cook County,IL,14000US17031711200,17031711200
2013,2013,0,Total,20972,7439,"Census Tract 6702, Cook County, IL",6702,Cook County,IL,14000US17031670200,17031670200
2013,2013,0,Total,36442,12665,"Census Tract 6701, Cook County, IL",6701,Cook County,IL,14000US17031670100,17031670100
2013,2013,0,Total,44574,7148,"Census Tract 6611, Cook County, IL",6611,Cook County,IL,14000US17031661100,17031661100
2013,2013,0,Total,31313,7420,"Census Tract 6610, Cook County, IL",6610,Cook County,IL,14000US17031661000,17031661000
2013,2013,0,Total,45551,17422,"Census Tract 7113, Cook County, IL",7113,Cook County,IL,14000US17031711300,17031711300
2013,2013,0,Total,31888,6319,"Census Tract 6609, Cook County, IL",6609,Cook County,IL,14000US17031660900,17031660900
2013,2013,0,Total,37143,6024,"Census Tract 6608, Cook County, IL",6608,Cook County,IL,14000US17031660800,17031660800
2013,2013,0,Total,27012,9451,"Census Tract 6607, Cook County, IL",6607,Cook County,IL,14000US17031660700,17031660700
2013,2013,0,Total,32109,4659,"Census Tract 6606, Cook County, IL",6606,Cook County,IL,14000US17031660600,17031660600
2013,2013,0,Total,30078,8610,"Census Tract 7114, Cook County, IL",7114,Cook County,IL,14000US17031711400,17031711400
2013,2013,0,Total,40214,9316,"Census Tract 6605, Cook County, IL",6605,Cook County,IL,14000US17031660500,17031660500
2013,2013,0,Total,36849,5017,"Census Tract 6604, Cook County, IL",6604,Cook County,IL,14000US17031660400,17031660400
2013,2013,0,Total,40619,3866,"Census Tract 6603.02, Cook County, IL",6603.02,Cook County,IL,14000US17031660302,17031660302
2013,2013,0,Total,25385,8578,"Census Tract 6603.01, Cook County, IL",6603.01,Cook County,IL,14000US17031660301,17031660301
2013,2013,0,Total,43945,10242,"Census Tract 7115, Cook County, IL",7115,Cook County,IL,14000US17031711500,17031711500
2013,2013,0,Total,47321,15867,"Census Tract 6505, Cook County, IL",6505,Cook County,IL,14000US17031650500,17031650500
2013,2013,0,Total,46030,3171,"Census Tract 6504, Cook County, IL",6504,Cook County,IL,14000US17031650400,17031650400
2013,2013,0,Total,50530,11552,"Census Tract 6503.02, Cook County, IL",6503.02,Cook County,IL,14000US17031650302,17031650302
2013,2013,0,Total,58056,8823,"Census Tract 6503.01, Cook County, IL",6503.01,Cook County,IL,14000US17031650301,17031650301
2013,2013,0,Total,123462,16683,"Census Tract 7201, Cook County, IL",7201,Cook County,IL,14000US17031720100,17031720100
2013,2013,0,Total,45505,9172,"Census Tract 6502, Cook County, IL",6502,Cook County,IL,14000US17031650200,17031650200
2013,2013,0,Total,43567,5196,"Census Tract 6501, Cook County, IL",6501,Cook County,IL,14000US17031650100,17031650100
2013,2013,0,Total,50663,4459,"Census Tract 6408, Cook County, IL",6408,Cook County,IL,14000US17031640800,17031640800
2013,2013,0,Total,59006,5137,"Census Tract 6407, Cook County, IL",6407,Cook County,IL,14000US17031640700,17031640700
2013,2013,0,Total,69813,13091,"Census Tract 7202, Cook County, IL",7202,Cook County,IL,14000US17031720200,17031720200
2013,2013,0,Total,45536,9831,"Census Tract 6406, Cook County, IL",6406,Cook County,IL,14000US17031640600,17031640600
